
----------------20250630_14_26_46----------------
======================== Start training! ========================

Epoch [1/50]	Learning Rate: 1.000e-04
Epoch-1-[60/4010]		Loss: 0.0227
Epoch-1-[120/4010]		Loss: 0.0148
Epoch-1-[180/4010]		Loss: 0.0140
Epoch-1-[240/4010]		Loss: 0.0161
Epoch-1-[300/4010]		Loss: 0.0142
Epoch-1-[360/4010]		Loss: 0.0167
Epoch-1-[420/4010]		Loss: 0.0142
Epoch-1-[480/4010]		Loss: 0.0137
Epoch-1-[540/4010]		Loss: 0.0083
Epoch-1-[600/4010]		Loss: 0.0129
Epoch-1-[660/4010]		Loss: 0.0131
Epoch-1-[720/4010]		Loss: 0.0127
Epoch-1-[780/4010]		Loss: 0.0174
Epoch-1-[840/4010]		Loss: 0.0133
Epoch-1-[900/4010]		Loss: 0.0097
Epoch-1-[960/4010]		Loss: 0.0154
Epoch-1-[1020/4010]		Loss: 0.0151
Epoch-1-[1080/4010]		Loss: 0.0111
Epoch-1-[1140/4010]		Loss: 0.0096
Epoch-1-[1200/4010]		Loss: 0.0103
Epoch-1-[1260/4010]		Loss: 0.0112
Epoch-1-[1320/4010]		Loss: 0.0099
Epoch-1-[1380/4010]		Loss: 0.0097
Epoch-1-[1440/4010]		Loss: 0.0079
Epoch-1-[1500/4010]		Loss: 0.0123
Epoch-1-[1560/4010]		Loss: 0.0109
Epoch-1-[1620/4010]		Loss: 0.0104
Epoch-1-[1680/4010]		Loss: 0.0073
Epoch-1-[1740/4010]		Loss: 0.0135
Epoch-1-[1800/4010]		Loss: 0.0099
Epoch-1-[1860/4010]		Loss: 0.0110
Epoch-1-[1920/4010]		Loss: 0.0098
Epoch-1-[1980/4010]		Loss: 0.0106
Epoch-1-[2040/4010]		Loss: 0.0100
Epoch-1-[2100/4010]		Loss: 0.0081
Epoch-1-[2160/4010]		Loss: 0.0128
Epoch-1-[2220/4010]		Loss: 0.0137
Epoch-1-[2280/4010]		Loss: 0.0121
Epoch-1-[2340/4010]		Loss: 0.0114
Epoch-1-[2400/4010]		Loss: 0.0149
Epoch-1-[2460/4010]		Loss: 0.0102
Epoch-1-[2520/4010]		Loss: 0.0094
Epoch-1-[2580/4010]		Loss: 0.0132
Epoch-1-[2640/4010]		Loss: 0.0108
Epoch-1-[2700/4010]		Loss: 0.0065
Epoch-1-[2760/4010]		Loss: 0.0083
Epoch-1-[2820/4010]		Loss: 0.0141
Epoch-1-[2880/4010]		Loss: 0.0102
Epoch-1-[2940/4010]		Loss: 0.0098
Epoch-1-[3000/4010]		Loss: 0.0106
Epoch-1-[3060/4010]		Loss: 0.0101
Epoch-1-[3120/4010]		Loss: 0.0092
Epoch-1-[3180/4010]		Loss: 0.0101
Epoch-1-[3240/4010]		Loss: 0.0095
Epoch-1-[3300/4010]		Loss: 0.0113
Epoch-1-[3360/4010]		Loss: 0.0103
Epoch-1-[3420/4010]		Loss: 0.0126
Epoch-1-[3480/4010]		Loss: 0.0095
Epoch-1-[3540/4010]		Loss: 0.0106
Epoch-1-[3600/4010]		Loss: 0.0099
Epoch-1-[3660/4010]		Loss: 0.0126
Epoch-1-[3720/4010]		Loss: 0.0086
Epoch-1-[3780/4010]		Loss: 0.0084
Epoch-1-[3840/4010]		Loss: 0.0090
Epoch-1-[3900/4010]		Loss: 0.0108
Epoch-1-[3960/4010]		Loss: 0.0080

IXI: [lmo/T2/X8] Validation:
Epoch: [1]	Valid Loss: 0.0110	PSNR: 34.273	SSIM: 0.948	(Best PSNR: 34.273	SSIM: 0.948	@Epoch: 1)

Saving models...
Training consuming: 633.49s
==================================================

Epoch [2/50]	Learning Rate: 1.000e-04
Epoch-2-[60/4010]		Loss: 0.0112
Epoch-2-[120/4010]		Loss: 0.0086
Epoch-2-[180/4010]		Loss: 0.0086
Epoch-2-[240/4010]		Loss: 0.0075
Epoch-2-[300/4010]		Loss: 0.0101
Epoch-2-[360/4010]		Loss: 0.0111
Epoch-2-[420/4010]		Loss: 0.0100
Epoch-2-[480/4010]		Loss: 0.0097
Epoch-2-[540/4010]		Loss: 0.0085
Epoch-2-[600/4010]		Loss: 0.0073
Epoch-2-[660/4010]		Loss: 0.0109
Epoch-2-[720/4010]		Loss: 0.0081
Epoch-2-[780/4010]		Loss: 0.0073
